CountryName,CountryNumber
Thailand,764
Thailand,764
"Tanzania, United Republic of",834
"Tanzania, United Republic of",834
"Tanzania, United Republic of",834
"Tanzania, United Republic of",834
"Tanzania, United Republic of",834
"Tanzania, United Republic of",834
"Tanzania, United Republic of",834
"Tanzania, United Republic of",834
Tajikistan,762
Tajikistan,762
Tajikistan,762
Tajikistan,762
Tajikistan,762
Tajikistan,762
Tajikistan,762
Tajikistan,762
"Taiwan, Republic of China",158
"Taiwan, Republic of China",158
"Taiwan, Republic of China",158
"Taiwan, Republic of China",158
"Taiwan, Republic of China",158
"Taiwan, Republic of China",158
"Taiwan, Republic of China",158
"Taiwan, Republic of China",158
Syrian Arab Republicÿ(Syria),760
Syrian Arab Republicÿ(Syria),760
Syrian Arab Republicÿ(Syria),760
Syrian Arab Republicÿ(Syria),760
Syrian Arab Republicÿ(Syria),760
Syrian Arab Republicÿ(Syria),760
Syrian Arab Republicÿ(Syria),760
Syrian Arab Republicÿ(Syria),760
Switzerland,756
Switzerland,756
Switzerland,756
Switzerland,756
Switzerland,756
Switzerland,756
Switzerland,756
Switzerland,756
Sweden,752
Sweden,752
Sweden,752
Sweden,752
Sweden,752
Sweden,752
Sweden,752
Sweden,752
Swaziland,748
Swaziland,748
Swaziland,748
Swaziland,748
Swaziland,748
Swaziland,748
Swaziland,748
Swaziland,748
Svalbard and Jan Mayen Islands,744
Svalbard and Jan Mayen Islands,744
Svalbard and Jan Mayen Islands,744
Svalbard and Jan Mayen Islands,744
Svalbard and Jan Mayen Islands,744
Svalbard and Jan Mayen Islands,744
Svalbard and Jan Mayen Islands,744
Svalbard and Jan Mayen Islands,744
Suriname,740
Suriname,740
Suriname,740
Suriname,740
Suriname,740
Suriname,740
Suriname,740
Suriname,740
Sudan,736
Sudan,736
Sudan,736
Sudan,736
Sudan,736
Sudan,736
Sudan,736
Sudan,736
Sri Lanka,144
Sri Lanka,144
Sri Lanka,144
Sri Lanka,144
Sri Lanka,144
Sri Lanka,144
Sri Lanka,144
Sri Lanka,144
Spain,724
Spain,724
Spain,724
Spain,724
Spain,724
Spain,724
Spain,724
Spain,724
South Sudan,728
South Sudan,728
South Sudan,728
South Sudan,728
South Sudan,728
South Sudan,728
South Sudan,728
South Sudan,728
South Georgia and the South Sandwich Islands,239
South Georgia and the South Sandwich Islands,239
South Georgia and the South Sandwich Islands,239
South Georgia and the South Sandwich Islands,239
South Georgia and the South Sandwich Islands,239
South Georgia and the South Sandwich Islands,239
South Georgia and the South Sandwich Islands,239
South Georgia and the South Sandwich Islands,239
South Africa,710
South Africa,710
South Africa,710
South Africa,710
South Africa,710
South Africa,710
South Africa,710
South Africa,710
Somalia,706
Somalia,706
Somalia,706
Somalia,706
Somalia,706
Somalia,706
Somalia,706
Somalia,706
Solomon Islands,90
Solomon Islands,90
Solomon Islands,90
Solomon Islands,90
Solomon Islands,90
Solomon Islands,90
Solomon Islands,90
Solomon Islands,90
Slovenia,705
Slovenia,705
Slovenia,705
Slovenia,705
Slovenia,705
Slovenia,705
Slovenia,705
Slovenia,705
Slovakia,703
Slovakia,703
Slovakia,703
Slovakia,703
Slovakia,703
Slovakia,703
Slovakia,703
Slovakia,703
Singapore,702
Singapore,702
Singapore,702
Singapore,702
Singapore,702
Singapore,702
Singapore,702
Singapore,702
Sierra Leone,694
Sierra Leone,694
Sierra Leone,694
Sierra Leone,694
Sierra Leone,694
Sierra Leone,694
Sierra Leone,694
Sierra Leone,694
Seychelles,690
Seychelles,690
Seychelles,690
Seychelles,690
Seychelles,690
Seychelles,690
Seychelles,690
Seychelles,690
Serbia,688
Serbia,688
Serbia,688
Serbia,688
Serbia,688
Serbia,688
Serbia,688
Serbia,688
Senegal,686
Senegal,686
Senegal,686
Senegal,686
Senegal,686
Senegal,686
Senegal,686
Senegal,686
Saudi Arabia,682
Saudi Arabia,682
Saudi Arabia,682
Saudi Arabia,682
Saudi Arabia,682
Saudi Arabia,682
Saudi Arabia,682
Saudi Arabia,682
Sao Tome and Principe,678
Sao Tome and Principe,678
Sao Tome and Principe,678
Sao Tome and Principe,678
Sao Tome and Principe,678
Sao Tome and Principe,678
Sao Tome and Principe,678
Sao Tome and Principe,678
San Marino,674
San Marino,674
San Marino,674
San Marino,674
San Marino,674
San Marino,674
San Marino,674
San Marino,674
Samoa,882
Samoa,882
Samoa,882
Samoa,882
Samoa,882
Samoa,882
Samoa,882
Samoa,882
Saint-Martin (French part),663
Saint-Martin (French part),663
Saint-Martin (French part),663
Saint-Martin (French part),663
Saint-Martin (French part),663
Saint-Martin (French part),663
Saint-Martin (French part),663
Saint-Martin (French part),663
Saint-Barthlemy,652
Saint-Barthlemy,652
Saint-Barthlemy,652
Saint-Barthlemy,652
Saint-Barthlemy,652
Saint-Barthlemy,652
Saint-Barthlemy,652
Saint-Barthlemy,652
Saint Vincent and Grenadines,670
Saint Vincent and Grenadines,670
Saint Vincent and Grenadines,670
Saint Vincent and Grenadines,670
Saint Vincent and Grenadines,670
Saint Vincent and Grenadines,670
Saint Vincent and Grenadines,670
Saint Vincent and Grenadines,670
Saint Pierre and Miquelon,666
Saint Pierre and Miquelon,666
Saint Pierre and Miquelon,666
Saint Pierre and Miquelon,666
Saint Pierre and Miquelon,666
Saint Pierre and Miquelon,666
Saint Pierre and Miquelon,666
Saint Pierre and Miquelon,666
Saint Lucia,662
Saint Lucia,662
Saint Lucia,662
Saint Lucia,662
Saint Lucia,662
Saint Lucia,662
Saint Lucia,662
Saint Lucia,662
Saint Kitts and Nevis,659
Saint Kitts and Nevis,659
Saint Kitts and Nevis,659
Saint Kitts and Nevis,659
Saint Kitts and Nevis,659
Saint Kitts and Nevis,659
Saint Kitts and Nevis,659
Saint Kitts and Nevis,659
Saint Helena,654
Saint Helena,654
Saint Helena,654
Saint Helena,654
Saint Helena,654
Saint Helena,654
Saint Helena,654
Saint Helena,654
Runion,638
Runion,638
Runion,638
Runion,638
Runion,638
Runion,638
Runion,638
Runion,638
Rwanda,646
Rwanda,646
Rwanda,646
Rwanda,646
Rwanda,646
Rwanda,646
Rwanda,646
Rwanda,646
Russian Federation,643
Russian Federation,643
Russian Federation,643
Russian Federation,643
Russian Federation,643
Russian Federation,643
Russian Federation,643
Russian Federation,643
Romania,642
Romania,642
Romania,642
Romania,642
Romania,642
Romania,642
Romania,642
Romania,642
Qatar,634
Qatar,634
Qatar,634
Qatar,634
Qatar,634
Qatar,634
Qatar,634
Qatar,634
Puerto Rico,630
Puerto Rico,630
Puerto Rico,630
Puerto Rico,630
Puerto Rico,630
Puerto Rico,630
Puerto Rico,630
Puerto Rico,630
Portugal,620
Portugal,620
Portugal,620
Portugal,620
Portugal,620
Portugal,620
Portugal,620
Portugal,620
Poland,616
Poland,616
Poland,616
Poland,616
Poland,616
Poland,616
Poland,616
Poland,616
Pitcairn,612
Pitcairn,612
Pitcairn,612
Pitcairn,612
Pitcairn,612
Pitcairn,612
Pitcairn,612
Pitcairn,612
Philippines,608
Philippines,608
Philippines,608
Philippines,608
Philippines,608
Philippines,608
Philippines,608
Philippines,608
Peru,604
Peru,604
Peru,604
Peru,604
Peru,604
Peru,604
Peru,604
Peru,604
Paraguay,600
Paraguay,600
Paraguay,600
Paraguay,600
Paraguay,600
Paraguay,600
Paraguay,600
Paraguay,600
Papua New Guinea,598
Papua New Guinea,598
Papua New Guinea,598
Papua New Guinea,598
Papua New Guinea,598
Papua New Guinea,598
Papua New Guinea,598
Papua New Guinea,598
Panama,591
Panama,591
Panama,591
Panama,591
Panama,591
Panama,591
Panama,591
Panama,591
Palestinian Territory,275
Palestinian Territory,275
Palestinian Territory,275
Palestinian Territory,275
Palestinian Territory,275
Palestinian Territory,275
Palestinian Territory,275
Palestinian Territory,275
Palau,585
Palau,585
Palau,585
Palau,585
Palau,585
Palau,585
Palau,585
Palau,585
Pakistan,586
Pakistan,586
Pakistan,586
Pakistan,586
Pakistan,586
Pakistan,586
Pakistan,586
Pakistan,586
Oman,512
Oman,512
Oman,512
Oman,512
Oman,512
Oman,512
Oman,512
Oman,512
Norway,578
Norway,578
Norway,578
Norway,578
Norway,578
Norway,578
Norway,578
Norway,578
Northern Mariana Islands,580
Northern Mariana Islands,580
Northern Mariana Islands,580
Northern Mariana Islands,580
Northern Mariana Islands,580
Northern Mariana Islands,580
Northern Mariana Islands,580
Northern Mariana Islands,580
Norfolk Island,574
Norfolk Island,574
Norfolk Island,574
Norfolk Island,574
Norfolk Island,574
Norfolk Island,574
Norfolk Island,574
Norfolk Island,574
Niue,570
Niue,570
Niue,570
Niue,570
Niue,570
Niue,570
Niue,570
Niue,570
Nigeria,566
Nigeria,566
Nigeria,566
Nigeria,566
Nigeria,566
Nigeria,566
Nigeria,566
Nigeria,566
Niger,562
Niger,562
Niger,562
Niger,562
Niger,562
Niger,562
Niger,562
Niger,562
Nicaragua,558
Nicaragua,558
Nicaragua,558
Nicaragua,558
Nicaragua,558
Nicaragua,558
Nicaragua,558
Nicaragua,558
New Zealand,554
New Zealand,554
New Zealand,554
New Zealand,554
New Zealand,554
New Zealand,554
New Zealand,554
New Zealand,554
New Caledonia,540
New Caledonia,540
New Caledonia,540
New Caledonia,540
New Caledonia,540
New Caledonia,540
New Caledonia,540
New Caledonia,540
Netherlands Antilles,530
Netherlands Antilles,530
Netherlands Antilles,530
Netherlands Antilles,530
Netherlands Antilles,530
Netherlands Antilles,530
Netherlands Antilles,530
Netherlands Antilles,530
Netherlands,528
Netherlands,528
Netherlands,528
Netherlands,528
Netherlands,528
Netherlands,528
Netherlands,528
Netherlands,528
Nepal,524
Nepal,524
Nepal,524
Nepal,524
Nepal,524
Nepal,524
Nepal,524
Nepal,524
Nauru,520
Nauru,520
Nauru,520
Nauru,520
Nauru,520
Nauru,520
Nauru,520
Nauru,520
Namibia,516
Namibia,516
Namibia,516
Namibia,516
Namibia,516
Namibia,516
Namibia,516
Namibia,516
Myanmar,104
Myanmar,104
Myanmar,104
Myanmar,104
Myanmar,104
Myanmar,104
Myanmar,104
Myanmar,104
Mozambique,508
Mozambique,508
Mozambique,508
Mozambique,508
Mozambique,508
Mozambique,508
Mozambique,508
Mozambique,508
Morocco,504
Morocco,504
Morocco,504
Morocco,504
Morocco,504
Morocco,504
Morocco,504
Morocco,504
Montserrat,500
Montserrat,500
Montserrat,500
Montserrat,500
Montserrat,500
Montserrat,500
Montserrat,500
Montserrat,500
Montenegro,499
Montenegro,499
Montenegro,499
Montenegro,499
Montenegro,499
Montenegro,499
Montenegro,499
Montenegro,499
Mongolia,496
Mongolia,496
Mongolia,496
Mongolia,496
Mongolia,496
Mongolia,496
Mongolia,496
Mongolia,496
Monaco,492
Monaco,492
Monaco,492
Monaco,492
Monaco,492
Monaco,492
Monaco,492
Monaco,492
Moldova,498
Moldova,498
Moldova,498
Moldova,498
Moldova,498
Moldova,498
Moldova,498
Moldova,498
"Micronesia, Federated States of",583
"Micronesia, Federated States of",583
"Micronesia, Federated States of",583
"Micronesia, Federated States of",583
"Micronesia, Federated States of",583
"Micronesia, Federated States of",583
"Micronesia, Federated States of",583
"Micronesia, Federated States of",583
Mexico,484
Mexico,484
Mexico,484
Mexico,484
Mexico,484
Mexico,484
Mexico,484
Mexico,484
Mayotte,175
Mayotte,175
Mayotte,175
Mayotte,175
Mayotte,175
Mayotte,175
Mayotte,175
Mayotte,175
Mauritius,480
Mauritius,480
Mauritius,480
Mauritius,480
Mauritius,480
Mauritius,480
Mauritius,480
Mauritius,480
Mauritania,478
Mauritania,478
Mauritania,478
Mauritania,478
Mauritania,478
Mauritania,478
Mauritania,478
Mauritania,478
Martinique,474
Martinique,474
Martinique,474
Martinique,474
Martinique,474
Martinique,474
Martinique,474
Martinique,474
Marshall Islands,584
Marshall Islands,584
Marshall Islands,584
Marshall Islands,584
Marshall Islands,584
Marshall Islands,584
Marshall Islands,584
Marshall Islands,584
Malta,470
Malta,470
Malta,470
Malta,470
Malta,470
Malta,470
Malta,470
Malta,470
Mali,466
Mali,466
Mali,466
Mali,466
Mali,466
Mali,466
Mali,466
Mali,466
Maldives,462
Maldives,462
Maldives,462
Maldives,462
Maldives,462
Maldives,462
Maldives,462
Maldives,462
Malaysia,458
Malaysia,458
Malaysia,458
Malaysia,458
Malaysia,458
Malaysia,458
Malaysia,458
Malaysia,458
Malawi,454
Malawi,454
Malawi,454
Malawi,454
Malawi,454
Malawi,454
Malawi,454
Malawi,454
Madagascar,450
Madagascar,450
Madagascar,450
Madagascar,450
Madagascar,450
Madagascar,450
Madagascar,450
Madagascar,450
"Macedonia, Republic of",807
"Macedonia, Republic of",807
"Macedonia, Republic of",807
"Macedonia, Republic of",807
"Macedonia, Republic of",807
"Macedonia, Republic of",807
"Macedonia, Republic of",807
"Macedonia, Republic of",807
"Macao, SAR China",446
"Macao, SAR China",446
"Macao, SAR China",446
"Macao, SAR China",446
"Macao, SAR China",446
"Macao, SAR China",446
"Macao, SAR China",446
"Macao, SAR China",446
Luxembourg,442
Luxembourg,442
Luxembourg,442
Luxembourg,442
Luxembourg,442
Luxembourg,442
Luxembourg,442
Luxembourg,442
Lithuania,440
Lithuania,440
Lithuania,440
Lithuania,440
Lithuania,440
Lithuania,440
Lithuania,440
Lithuania,440
Liechtenstein,438
Liechtenstein,438
Liechtenstein,438
Liechtenstein,438
Liechtenstein,438
Liechtenstein,438
Liechtenstein,438
Liechtenstein,438
Libya,434
Libya,434
Libya,434
Libya,434
Libya,434
Libya,434
Libya,434
Libya,434
Liberia,430
Liberia,430
Liberia,430
Liberia,430
Liberia,430
Liberia,430
Liberia,430
Liberia,430
Lesotho,426
Lesotho,426
Lesotho,426
Lesotho,426
Lesotho,426
Lesotho,426
Lesotho,426
Lesotho,426
Lebanon,422
Lebanon,422
Lebanon,422
Lebanon,422
Lebanon,422
Lebanon,422
Lebanon,422
Lebanon,422
Latvia,428
Latvia,428
Latvia,428
Latvia,428
Latvia,428
Latvia,428
Latvia,428
Latvia,428
Lao PDR,418
Lao PDR,418
Lao PDR,418
Lao PDR,418
Lao PDR,418
Lao PDR,418
Lao PDR,418
Lao PDR,418
Kyrgyzstan,417
Kyrgyzstan,417
Kyrgyzstan,417
Kyrgyzstan,417
Kyrgyzstan,417
Kyrgyzstan,417
Kyrgyzstan,417
Kyrgyzstan,417
Kuwait,414
Kuwait,414
Kuwait,414
Kuwait,414
Kuwait,414
Kuwait,414
Kuwait,414
Kuwait,414
Koreaÿ(South),410
Koreaÿ(South),410
Koreaÿ(South),410
Koreaÿ(South),410
Koreaÿ(South),410
Koreaÿ(South),410
Koreaÿ(South),410
Koreaÿ(South),410
Koreaÿ(North),408
Koreaÿ(North),408
Koreaÿ(North),408
Koreaÿ(North),408
Koreaÿ(North),408
Koreaÿ(North),408
Koreaÿ(North),408
Koreaÿ(North),408
Kiribati,296
Kiribati,296
Kiribati,296
Kiribati,296
Kiribati,296
Kiribati,296
Kiribati,296
Kiribati,296
Kenya,404
Kenya,404
Kenya,404
Kenya,404
Kenya,404
Kenya,404
Kenya,404
Kenya,404
Kazakhstan,398
Kazakhstan,398
Kazakhstan,398
Kazakhstan,398
Kazakhstan,398
Kazakhstan,398
Kazakhstan,398
Kazakhstan,398
Jordan,400
Jordan,400
Jordan,400
Jordan,400
Jordan,400
Jordan,400
Jordan,400
Jordan,400
Jersey,832
Jersey,832
Jersey,832
Jersey,832
Jersey,832
Jersey,832
Jersey,832
Jersey,832
Japan,392
Japan,392
Japan,392
Japan,392
Japan,392
Japan,392
Japan,392
Japan,392
Jamaica,388
Jamaica,388
Jamaica,388
Jamaica,388
Jamaica,388
Jamaica,388
Jamaica,388
Jamaica,388
Italy,380
Italy,380
Italy,380
Italy,380
Italy,380
Italy,380
Italy,380
Italy,380
Israel,376
Israel,376
Israel,376
Israel,376
Israel,376
Israel,376
Israel,376
Israel,376
Isle of Man,833
Isle of Man,833
Isle of Man,833
Isle of Man,833
Isle of Man,833
Isle of Man,833
Isle of Man,833
Isle of Man,833
Ireland,372
Ireland,372
Ireland,372
Ireland,372
Ireland,372
Ireland,372
Ireland,372
Ireland,372
Iraq,368
Iraq,368
Iraq,368
Iraq,368
Iraq,368
Iraq,368
Iraq,368
Iraq,368
"Iran, Islamic Republic of",364
"Iran, Islamic Republic of",364
"Iran, Islamic Republic of",364
"Iran, Islamic Republic of",364
"Iran, Islamic Republic of",364
"Iran, Islamic Republic of",364
"Iran, Islamic Republic of",364
"Iran, Islamic Republic of",364
Indonesia,360
Indonesia,360
Indonesia,360
Indonesia,360
Indonesia,360
Indonesia,360
Indonesia,360
Indonesia,360
India,356
India,356
India,356
India,356
India,356
India,356
India,356
India,356
Iceland,352
Iceland,352
Iceland,352
Iceland,352
Iceland,352
Iceland,352
Iceland,352
Iceland,352
Hungary,348
Hungary,348
Hungary,348
Hungary,348
Hungary,348
Hungary,348
Hungary,348
Hungary,348
"Hong Kong, SAR China",344
"Hong Kong, SAR China",344
"Hong Kong, SAR China",344
"Hong Kong, SAR China",344
"Hong Kong, SAR China",344
"Hong Kong, SAR China",344
"Hong Kong, SAR China",344
"Hong Kong, SAR China",344
Honduras,340
Honduras,340
Honduras,340
Honduras,340
Honduras,340
Honduras,340
Honduras,340
Honduras,340
Holy Seeÿ(Vatican City State),336
Holy Seeÿ(Vatican City State),336
Holy Seeÿ(Vatican City State),336
Holy Seeÿ(Vatican City State),336
Holy Seeÿ(Vatican City State),336
Holy Seeÿ(Vatican City State),336
Holy Seeÿ(Vatican City State),336
Holy Seeÿ(Vatican City State),336
Heard and Mcdonald Islands,334
Heard and Mcdonald Islands,334
Heard and Mcdonald Islands,334
Heard and Mcdonald Islands,334
Heard and Mcdonald Islands,334
Heard and Mcdonald Islands,334
Heard and Mcdonald Islands,334
Heard and Mcdonald Islands,334
Haiti,332
Haiti,332
Haiti,332
Haiti,332
Haiti,332
Haiti,332
Haiti,332
Haiti,332
Guyana,328
Guyana,328
Guyana,328
Guyana,328
Guyana,328
Guyana,328
Guyana,328
Guyana,328
Guinea-Bissau,624
Guinea-Bissau,624
Guinea-Bissau,624
Guinea-Bissau,624
Guinea-Bissau,624
Guinea-Bissau,624
Guinea-Bissau,624
Guinea-Bissau,624
Guinea,324
Guinea,324
Guinea,324
Guinea,324
Guinea,324
Guinea,324
Guinea,324
Guinea,324
Guernsey,831
Guernsey,831
Guernsey,831
Guernsey,831
Guernsey,831
Guernsey,831
Guernsey,831
Guernsey,831
Guatemala,320
Guatemala,320
Guatemala,320
Guatemala,320
Guatemala,320
Guatemala,320
Guatemala,320
Guatemala,320
Guam,316
Guam,316
Guam,316
Guam,316
Guam,316
Guam,316
Guam,316
Guam,316
Guadeloupe,312
Guadeloupe,312
Guadeloupe,312
Guadeloupe,312
Guadeloupe,312
Guadeloupe,312
Guadeloupe,312
Guadeloupe,312
Grenada,308
Grenada,308
Grenada,308
Grenada,308
Grenada,308
Grenada,308
Grenada,308
Grenada,308
Greenland,304
Greenland,304
Greenland,304
Greenland,304
Greenland,304
Greenland,304
Greenland,304
Greenland,304
Greece,300
Greece,300
Greece,300
Greece,300
Greece,300
Greece,300
Greece,300
Greece,300
Gibraltar,292
Gibraltar,292
Gibraltar,292
Gibraltar,292
Gibraltar,292
Gibraltar,292
Gibraltar,292
Gibraltar,292
Ghana,288
Ghana,288
Ghana,288
Ghana,288
Ghana,288
Ghana,288
Ghana,288
Ghana,288
Germany,276
Germany,276
Germany,276
Germany,276
Germany,276
Germany,276
Germany,276
Germany,276
Georgia,268
Georgia,268
Georgia,268
Georgia,268
Georgia,268
Georgia,268
Georgia,268
Georgia,268
Gambia,270
Gambia,270
Gambia,270
Gambia,270
Gambia,270
Gambia,270
Gambia,270
Gambia,270
Gabon,266
Gabon,266
Gabon,266
Gabon,266
Gabon,266
Gabon,266
Gabon,266
Gabon,266
French Southern Territories,260
French Southern Territories,260
French Southern Territories,260
French Southern Territories,260
French Southern Territories,260
French Southern Territories,260
French Southern Territories,260
French Southern Territories,260
French Polynesia,258
French Polynesia,258
French Polynesia,258
French Polynesia,258
French Polynesia,258
French Polynesia,258
French Polynesia,258
French Polynesia,258
French Guiana,254
French Guiana,254
French Guiana,254
French Guiana,254
French Guiana,254
French Guiana,254
French Guiana,254
French Guiana,254
France,250
France,250
France,250
France,250
France,250
France,250
France,250
France,250
Finland,246
Finland,246
Finland,246
Finland,246
Finland,246
Finland,246
Finland,246
Finland,246
Fiji,242
Fiji,242
Fiji,242
Fiji,242
Fiji,242
Fiji,242
Fiji,242
Fiji,242
Faroe Islands,234
Faroe Islands,234
Faroe Islands,234
Faroe Islands,234
Faroe Islands,234
Faroe Islands,234
Faroe Islands,234
Faroe Islands,234
Falkland Islands (Malvinas),238
Falkland Islands (Malvinas),238
Falkland Islands (Malvinas),238
Falkland Islands (Malvinas),238
Falkland Islands (Malvinas),238
Falkland Islands (Malvinas),238
Falkland Islands (Malvinas),238
Falkland Islands (Malvinas),238
Ethiopia,231
Ethiopia,231
Ethiopia,231
Ethiopia,231
Ethiopia,231
Ethiopia,231
Ethiopia,231
Ethiopia,231
Estonia,233
Estonia,233
Estonia,233
Estonia,233
Estonia,233
Estonia,233
Estonia,233
Estonia,233
Eritrea,232
Eritrea,232
Eritrea,232
Eritrea,232
Eritrea,232
Eritrea,232
Eritrea,232
Eritrea,232
Equatorial Guinea,226
Equatorial Guinea,226
Equatorial Guinea,226
Equatorial Guinea,226
Equatorial Guinea,226
Equatorial Guinea,226
Equatorial Guinea,226
Equatorial Guinea,226
El Salvador,222
El Salvador,222
El Salvador,222
El Salvador,222
El Salvador,222
El Salvador,222
El Salvador,222
El Salvador,222
Egypt,818
Egypt,818
Egypt,818
Egypt,818
Egypt,818
Egypt,818
Egypt,818
Egypt,818
Ecuador,218
Ecuador,218
Ecuador,218
Ecuador,218
Ecuador,218
Ecuador,218
Ecuador,218
Ecuador,218
Dominican Republic,214
Dominican Republic,214
Dominican Republic,214
Dominican Republic,214
Dominican Republic,214
Dominican Republic,214
Dominican Republic,214
Dominican Republic,214
Dominica,212
Dominica,212
Dominica,212
Dominica,212
Dominica,212
Dominica,212
Dominica,212
Dominica,212
Djibouti,262
Djibouti,262
Djibouti,262
Djibouti,262
Djibouti,262
Djibouti,262
Djibouti,262
Djibouti,262
Denmark,208
Denmark,208
Denmark,208
Denmark,208
Denmark,208
Denmark,208
Denmark,208
Denmark,208
Cte d'Ivoire,384
Cte d'Ivoire,384
Cte d'Ivoire,384
Cte d'Ivoire,384
Cte d'Ivoire,384
Cte d'Ivoire,384
Cte d'Ivoire,384
Cte d'Ivoire,384
Czech Republic,203
Czech Republic,203
Czech Republic,203
Czech Republic,203
Czech Republic,203
Czech Republic,203
Czech Republic,203
Czech Republic,203
Cyprus,196
Cyprus,196
Cyprus,196
Cyprus,196
Cyprus,196
Cyprus,196
Cyprus,196
Cyprus,196
Cuba,192
Cuba,192
Cuba,192
Cuba,192
Cuba,192
Cuba,192
Cuba,192
Cuba,192
Croatia,191
Croatia,191
Croatia,191
Croatia,191
Croatia,191
Croatia,191
Croatia,191
Croatia,191
Costa Rica,188
Costa Rica,188
Costa Rica,188
Costa Rica,188
Costa Rica,188
Costa Rica,188
Costa Rica,188
Costa Rica,188
Cook Islands,184
Cook Islands,184
Cook Islands,184
Cook Islands,184
Cook Islands,184
Cook Islands,184
Cook Islands,184
Cook Islands,184
Congoÿ(Brazzaville),178
Congoÿ(Brazzaville),178
Congoÿ(Brazzaville),178
